entity_type,entity_id,timestamp,attributes,lastfm_username,gender,age,country,playcount,playlists,subscribertype
user,38713,1189565860,"{'lastfm_username': 'xcursedgravex', 'gender': 'm', 'age': 25, 'country': 'US', 'playcount': 265011, 'playlists': 2, 'subscribertype': 'base'}",xcursedgravex,m,25,US,265011,2,base
user,22333,1231687849,"{'lastfm_username': 'MaschaB', 'gender': 'f', 'age': 32, 'country': 'NL', 'playcount': 14969, 'playlists': 2, 'subscribertype': 'base'}",MaschaB,f,32,NL,14969,2,base
user,18281,1153831463,"{'lastfm_username': 'keenok', 'gender': 'm', 'age': 32, 'country': 'US', 'playcount': 32578, 'playlists': 2, 'subscribertype': 'base'}",keenok,m,32,US,32578,2,base
user,30042,1323528927,"{'lastfm_username': 'riisfloyd', 'gender': 'f', 'age': 19, 'country': '', 'playcount': 9403, 'playlists': 9, 'subscribertype': 'base'}",riisfloyd,f,19,,9403,9,base
user,30331,1233765713,"{'lastfm_username': 'rockschmock', 'gender': 'm', 'age': 20, 'country': 'DE', 'playcount': 66133, 'playlists': 3, 'subscribertype': 'base'}",rockschmock,m,20,DE,66133,3,base
user,22004,1253608230,"{'lastfm_username': 'marcysFM', 'gender': 'm', 'age': 39, 'country': 'PL', 'playcount': 30880, 'playlists': 6, 'subscribertype': 'base'}",marcysFM,m,39,PL,30880,6,base
user,1835,1237915696,"{'lastfm_username': 'aniatecz', 'gender': 'f', 'age': 23, 'country': 'PL', 'playcount': 25648, 'playlists': 2, 'subscribertype': 'base'}",aniatecz,f,23,PL,25648,2,base
user,4752,1187591989,"{'lastfm_username': 'bsabaric', 'gender': 'm', 'age': 37, 'country': 'BE', 'playcount': 64963, 'playlists': 12, 'subscribertype': 'base'}",bsabaric,m,37,BE,64963,12,base
user,8655,1221265066,"{'lastfm_username': 'Distae', 'gender': 'f', 'age': 27, 'country': 'US', 'playcount': 10483, 'playlists': 2, 'subscribertype': 'base'}",Distae,f,27,US,10483,2,base
user,40518,1185303720,"{'lastfm_username': 'wastered', 'gender': 'f', 'age': 34, 'country': 'US', 'playcount': 44619, 'playlists': 2, 'subscribertype': 'base'}",wastered,f,34,US,44619,2,base
user,44119,1176419991,"{'lastfm_username': 'jessegilbride', 'gender': 'm', 'age': 34, 'country': 'US', 'playcount': 6876, 'playlists': 3, 'subscribertype': 'base'}",jessegilbride,m,34,US,6876,3,base
user,27770,1214954462,"{'lastfm_username': 'Perss-kun', 'gender': 'm', 'age': 21, 'country': 'PL', 'playcount': 113647, 'playlists': 2, 'subscribertype': 'base'}",Perss-kun,m,21,PL,113647,2,base
user,3805,1242291288,"{'lastfm_username': 'BigFunkyCharlie', 'gender': 'm', 'age': 23, 'country': 'RU', 'playcount': 29990, 'playlists': 2, 'subscribertype': 'base'}",BigFunkyCharlie,m,23,RU,29990,2,base
user,30962,1215115422,"{'lastfm_username': 'Safirel', 'gender': 'f', 'age': 25, 'country': '', 'playcount': 50620, 'playlists': 4, 'subscribertype': 'base'}",Safirel,f,25,,50620,4,base
user,36556,1261155397,"{'lastfm_username': 'ttruemoses', 'gender': 'm', 'age': 26, 'country': 'US', 'playcount': 6744, 'playlists': 9, 'subscribertype': 'base'}",ttruemoses,m,26,US,6744,9,base
user,24840,1226694491,"{'lastfm_username': 'mussarbeitzwei', 'gender': 'm', 'age': 38, 'country': 'DE', 'playcount': 149206, 'playlists': 2, 'subscribertype': 'base'}",mussarbeitzwei,m,38,DE,149206,2,base
user,36970,1181304420,"{'lastfm_username': 'untitleed', 'gender': 'f', 'age': 23, 'country': 'PL', 'playcount': 23793, 'playlists': 3, 'subscribertype': 'base'}",untitleed,f,23,PL,23793,3,base
user,33192,1174347585,"{'lastfm_username': 'songsthatsaved', 'gender': 'm', 'age': 35, 'country': 'US', 'playcount': 58932, 'playlists': 2, 'subscribertype': 'premium'}",songsthatsaved,m,35,US,58932,2,premium
user,1930,1304632448,"{'lastfm_username': 'annefarsa', 'gender': 'f', 'age': 41, 'country': '', 'playcount': 4451, 'playlists': 2, 'subscribertype': 'base'}",annefarsa,f,41,,4451,2,base
user,36414,1148517347,"{'lastfm_username': 'trinalo', 'gender': 'f', 'age': 28, 'country': 'US', 'playcount': 50731, 'playlists': 2, 'subscribertype': 'base'}",trinalo,f,28,US,50731,2,base
user,1475,1151140814,"{'lastfm_username': '_-_Amy_-_', 'gender': 'f', 'age': 29, 'country': 'CZ', 'playcount': 41875, 'playlists': 2, 'subscribertype': 'premium'}",_-_Amy_-_,f,29,CZ,41875,2,premium
user,7935,1198330457,"{'lastfm_username': 'DeathChocolade', 'gender': 'f', 'age': 21, 'country': 'DE', 'playcount': 166589, 'playlists': 3, 'subscribertype': 'base'}",DeathChocolade,f,21,DE,166589,3,base
user,34186,1353214985,"{'lastfm_username': 'summer-blue', 'gender': 'm', 'age': 24, 'country': 'VN', 'playcount': 18089, 'playlists': 3, 'subscribertype': 'base'}",summer-blue,m,24,VN,18089,3,base
user,28321,1158038907,"{'lastfm_username': 'PlovdivMetalFm', 'gender': 'm', 'age': 23, 'country': 'BG', 'playcount': 69617, 'playlists': 2, 'subscribertype': 'base'}",PlovdivMetalFm,m,23,BG,69617,2,base
user,18317,1214653989,"{'lastfm_username': 'kelebenk', 'gender': 'f', 'age': 26, 'country': 'TR', 'playcount': 30581, 'playlists': 2, 'subscribertype': 'base'}",kelebenk,f,26,TR,30581,2,base
user,30976,1092349540,"{'lastfm_username': 'sahal', 'gender': 'n', 'age': 25, 'country': 'US', 'playcount': 26230, 'playlists': 2, 'subscribertype': 'base'}",sahal,n,25,US,26230,2,base
user,36942,1192469376,"{'lastfm_username': 'UnknownMary', 'gender': 'f', 'age': 25, 'country': 'PT', 'playcount': 124062, 'playlists': 2, 'subscribertype': 'base'}",UnknownMary,f,25,PT,124062,2,base
user,40235,1225633455,"{'lastfm_username': 'JosePozo', 'gender': 'm', 'age': 36, 'country': 'NL', 'playcount': 50507, 'playlists': 25, 'subscribertype': 'base'}",JosePozo,m,36,NL,50507,25,base
user,3930,1190946477,"{'lastfm_username': 'bivouac_tenure', 'gender': 'f', 'age': 25, 'country': 'US', 'playcount': 6298, 'playlists': 2, 'subscribertype': 'base'}",bivouac_tenure,f,25,US,6298,2,base
user,1047,1177168433,"{'lastfm_username': 'AlexSpat', 'gender': 'm', 'age': 27, 'country': 'MD', 'playcount': 58927, 'playlists': 2, 'subscribertype': 'base'}",AlexSpat,m,27,MD,58927,2,base
user,9976,1235258998,"{'lastfm_username': 'ekkans', 'gender': 'm', 'age': 26, 'country': 'FR', 'playcount': 85868, 'playlists': 5, 'subscribertype': 'base'}",ekkans,m,26,FR,85868,5,base
user,22002,1145882086,"{'lastfm_username': 'marcvaill', 'gender': 'm', 'age': 37, 'country': 'US', 'playcount': 36096, 'playlists': 2, 'subscribertype': 'base'}",marcvaill,m,37,US,36096,2,base
user,39886,1226908976,"{'lastfm_username': 'Zwois', 'gender': 'm', 'age': 26, 'country': 'DE', 'playcount': 29281, 'playlists': 2, 'subscribertype': 'base'}",Zwois,m,26,DE,29281,2,base
user,12221,1222627895,"{'lastfm_username': 'frtt', 'gender': 'm', 'age': 25, 'country': 'TR', 'playcount': 2599, 'playlists': 3, 'subscribertype': 'base'}",frtt,m,25,TR,2599,3,base
user,43707,1240029387,"{'lastfm_username': 'juans613', 'gender': 'm', 'age': 113, 'country': '', 'playcount': 31629, 'playlists': 2, 'subscribertype': 'base'}",juans613,m,113,,31629,2,base
user,39661,1199747065,"{'lastfm_username': 'ZHAzzOz', 'gender': 'f', 'age': 23, 'country': '', 'playcount': 109380, 'playlists': 3, 'subscribertype': 'base'}",ZHAzzOz,f,23,,109380,3,base
user,26242,1251748869,"{'lastfm_username': 'NotShade', 'gender': 'm', 'age': 25, 'country': 'CA', 'playcount': 79812, 'playlists': 2, 'subscribertype': 'base'}",NotShade,m,25,CA,79812,2,base
user,29406,1225427864,"{'lastfm_username': 'ransaka', 'gender': 'm', 'age': 31, 'country': 'LK', 'playcount': 42946, 'playlists': 7, 'subscribertype': 'base'}",ransaka,m,31,LK,42946,7,base
user,38838,1161232857,"{'lastfm_username': 'xluvnvainx', 'gender': 'f', 'age': 28, 'country': 'US', 'playcount': 110283, 'playlists': 2, 'subscribertype': 'base'}",xluvnvainx,f,28,US,110283,2,base
user,13054,1106490845,"{'lastfm_username': 'gleg_1', 'gender': 'm', 'age': 30, 'country': 'UK', 'playcount': 72268, 'playlists': 3, 'subscribertype': 'base'}",gleg_1,m,30,UK,72268,3,base
user,19718,1317922613,"{'lastfm_username': 'Last_your_girl', 'gender': 'f', 'age': 18, 'country': 'RU', 'playcount': 5691, 'playlists': 2, 'subscribertype': 'base'}",Last_your_girl,f,18,RU,5691,2,base
user,29906,1237162144,"{'lastfm_username': 'Rex182', 'gender': 'm', 'age': 55, 'country': 'US', 'playcount': 3166, 'playlists': 8, 'subscribertype': 'base'}",Rex182,m,55,US,3166,8,base
user,40157,1210113445,"{'lastfm_username': 'shropshirelad1', 'gender': 'm', 'age': 58, 'country': 'UK', 'playcount': 13245, 'playlists': 2, 'subscribertype': 'base'}",shropshirelad1,m,58,UK,13245,2,base
user,42169,1243002800,"{'lastfm_username': 'AsienkaM', 'gender': 'f', 'age': 29, 'country': 'PL', 'playcount': 6179, 'playlists': 2, 'subscribertype': 'base'}",AsienkaM,f,29,PL,6179,2,base
user,16343,1194189187,"{'lastfm_username': 'javimetal_rocks', 'gender': 'm', 'age': 27, 'country': 'ES', 'playcount': 116121, 'playlists': 2, 'subscribertype': 'base'}",javimetal_rocks,m,27,ES,116121,2,base
user,2707,1263086721,"{'lastfm_username': 'Audiofalc', 'gender': 'm', 'age': 35, 'country': 'DE', 'playcount': 8365, 'playlists': 10, 'subscribertype': 'base'}",Audiofalc,m,35,DE,8365,10,base
user,15348,1229946709,"{'lastfm_username': 'imamulki', 'gender': 'm', 'age': 40, 'country': 'ID', 'playcount': 23343, 'playlists': 8, 'subscribertype': 'base'}",imamulki,m,40,ID,23343,8,base
user,452,1044923234,"{'lastfm_username': 'adnans', 'gender': 'm', 'age': 34, 'country': 'IE', 'playcount': 44438, 'playlists': 2, 'subscribertype': 'base'}",adnans,m,34,IE,44438,2,base
user,10127,1231796015,"{'lastfm_username': 'EliJara', 'gender': 'n', 'age': 26, 'country': 'CL', 'playcount': 621, 'playlists': 4, 'subscribertype': 'base'}",EliJara,n,26,CL,621,4,base
user,44600,1246210876,"{'lastfm_username': 'FemCuMaker', 'gender': 'm', 'age': 41, 'country': 'US', 'playcount': 3873, 'playlists': 9, 'subscribertype': 'base'}",FemCuMaker,m,41,US,3873,9,base
user,24598,1181656164,"{'lastfm_username': 'MsMD', 'gender': 'n', 'age': 108, 'country': 'UA', 'playcount': 30630, 'playlists': 3, 'subscribertype': 'base'}",MsMD,n,108,UA,30630,3,base
user,39639,1193923163,"{'lastfm_username': 'zeto83', 'gender': 'm', 'age': 30, 'country': 'BR', 'playcount': 3813, 'playlists': 2, 'subscribertype': 'base'}",zeto83,m,30,BR,3813,2,base
user,38014,1174339374,"{'lastfm_username': 'wapel', 'gender': 'm', 'age': 42, 'country': 'PL', 'playcount': 44349, 'playlists': 5, 'subscribertype': 'base'}",wapel,m,42,PL,44349,5,base
user,15628,1246073349,"{'lastfm_username': 'Interrobangin', 'gender': 'm', 'age': 28, 'country': 'AU', 'playcount': 73935, 'playlists': 2, 'subscribertype': 'base'}",Interrobangin,m,28,AU,73935,2,base
user,29589,1203022112,"{'lastfm_username': 'RCNRL', 'gender': 'm', 'age': 26, 'country': 'DK', 'playcount': 43087, 'playlists': 10, 'subscribertype': 'base'}",RCNRL,m,26,DK,43087,10,base
user,35736,1159605550,"{'lastfm_username': 'tiberianmaster', 'gender': 'm', 'age': 30, 'country': 'DE', 'playcount': 20909, 'playlists': 3, 'subscribertype': 'base'}",tiberianmaster,m,30,DE,20909,3,base
user,28169,1235066445,"{'lastfm_username': 'Piryh11', 'gender': 'm', 'age': 55, 'country': 'DE', 'playcount': 82127, 'playlists': 3, 'subscribertype': 'base'}",Piryh11,m,55,DE,82127,3,base
user,6916,1261154210,"{'lastfm_username': 'crossfight', 'gender': 'm', 'age': 29, 'country': 'JP', 'playcount': 75119, 'playlists': 3, 'subscribertype': 'base'}",crossfight,m,29,JP,75119,3,base
user,2777,1318206592,"{'lastfm_username': 'Autumnissues', 'gender': 'f', 'age': 22, 'country': 'CO', 'playcount': 39383, 'playlists': 3, 'subscribertype': 'base'}",Autumnissues,f,22,CO,39383,3,base
user,21820,1207447713,"{'lastfm_username': 'mangaa98', 'gender': 'm', 'age': 26, 'country': 'BR', 'playcount': 130405, 'playlists': 2, 'subscribertype': 'base'}",mangaa98,m,26,BR,130405,2,base
user,44470,1304248638,"{'lastfm_username': 'Blondi95', 'gender': 'f', 'age': 19, 'country': 'PL', 'playcount': 5775, 'playlists': 4, 'subscribertype': 'base'}",Blondi95,f,19,PL,5775,4,base
user,33421,1140670452,"{'lastfm_username': 'spc0000', 'gender': 'm', 'age': 102, 'country': 'US', 'playcount': 84100, 'playlists': 2, 'subscribertype': 'base'}",spc0000,m,102,US,84100,2,base
user,13153,1221501111,"{'lastfm_username': 'Godfather1388', 'gender': 'm', 'age': 26, 'country': 'RU', 'playcount': 163815, 'playlists': 2, 'subscribertype': 'base'}",Godfather1388,m,26,RU,163815,2,base
user,20795,1252926611,"{'lastfm_username': 'LordGwydyon', 'gender': 'f', 'age': 48, 'country': 'US', 'playcount': 51005, 'playlists': 2, 'subscribertype': 'base'}",LordGwydyon,f,48,US,51005,2,base
user,13361,1148372918,"{'lastfm_username': 'gradyer', 'gender': 'm', 'age': 33, 'country': 'RU', 'playcount': 153368, 'playlists': 3, 'subscribertype': 'base'}",gradyer,m,33,RU,153368,3,base
user,29064,1197468191,"{'lastfm_username': 'quelarion', 'gender': 'm', 'age': 31, 'country': 'IS', 'playcount': 40272, 'playlists': 2, 'subscribertype': 'base'}",quelarion,m,31,IS,40272,2,base
user,31490,1218613549,"{'lastfm_username': 'schubiedu', 'gender': 'm', 'age': 41, 'country': 'DE', 'playcount': 58213, 'playlists': 2, 'subscribertype': 'base'}",schubiedu,m,41,DE,58213,2,base
user,3646,1281034195,"{'lastfm_username': 'Besoffskovki', 'gender': 'm', 'age': 20, 'country': 'DE', 'playcount': 59146, 'playlists': 2, 'subscribertype': 'base'}",Besoffskovki,m,20,DE,59146,2,base
user,2209,1143751447,"{'lastfm_username': 'Aralot', 'gender': 'm', 'age': 27, 'country': 'RU', 'playcount': 101713, 'playlists': 13, 'subscribertype': 'base'}",Aralot,m,27,RU,101713,13,base
user,37475,1279212826,"{'lastfm_username': 'VeXell', 'gender': 'm', 'age': 4, 'country': 'RU', 'playcount': 9185, 'playlists': 3, 'subscribertype': 'base'}",VeXell,m,4,RU,9185,3,base
user,6375,1233122028,"{'lastfm_username': 'cmarcia', 'gender': 'm', 'age': 46, 'country': '', 'playcount': 59925, 'playlists': 5, 'subscribertype': 'base'}",cmarcia,m,46,,59925,5,base
user,38154,1148553099,"{'lastfm_username': 'Werauchimma', 'gender': 'm', 'age': 22, 'country': 'DE', 'playcount': 25586, 'playlists': 3, 'subscribertype': 'base'}",Werauchimma,m,22,DE,25586,3,base
user,16492,1179165166,"{'lastfm_username': 'jeandamme', 'gender': 'm', 'age': 28, 'country': 'NO', 'playcount': 52799, 'playlists': 2, 'subscribertype': 'base'}",jeandamme,m,28,NO,52799,2,base
user,17259,1131894520,"{'lastfm_username': 'joola', 'gender': 'f', 'age': 39, 'country': 'SE', 'playcount': 41273, 'playlists': 2, 'subscribertype': 'base'}",joola,f,39,SE,41273,2,base
user,4039,1181911418,"{'lastfm_username': 'Blackscrew', 'gender': 'n', 'age': 26, 'country': 'PL', 'playcount': 69338, 'playlists': 2, 'subscribertype': 'base'}",Blackscrew,n,26,PL,69338,2,base
user,5353,1144497888,"{'lastfm_username': 'Carrzy', 'gender': 'm', 'age': 25, 'country': 'UK', 'playcount': 54781, 'playlists': 2, 'subscribertype': 'base'}",Carrzy,m,25,UK,54781,2,base
user,6530,1212652997,"{'lastfm_username': 'commanluck', 'gender': 'm', 'age': 25, 'country': 'MU', 'playcount': 8844, 'playlists': 2, 'subscribertype': 'base'}",commanluck,m,25,MU,8844,2,base
user,37895,1134992189,"{'lastfm_username': 'vtoroman', 'gender': 'm', 'age': 35, 'country': 'DE', 'playcount': 41231, 'playlists': 2, 'subscribertype': 'base'}",vtoroman,m,35,DE,41231,2,base
user,34750,1135810396,"{'lastfm_username': 'Tapiocahead', 'gender': 'm', 'age': 40, 'country': 'UK', 'playcount': 173722, 'playlists': 2, 'subscribertype': 'base'}",Tapiocahead,m,40,UK,173722,2,base
user,2381,1128366596,"{'lastfm_username': 'arriver', 'gender': 'm', 'age': 33, 'country': 'RU', 'playcount': 80816, 'playlists': 2, 'subscribertype': 'base'}",arriver,m,33,RU,80816,2,base
user,35310,1138555793,"{'lastfm_username': 'theem', 'gender': 'm', 'age': 32, 'country': 'FI', 'playcount': 44266, 'playlists': 2, 'subscribertype': 'base'}",theem,m,32,FI,44266,2,base
user,17670,1110844902,"{'lastfm_username': 'JustERR', 'gender': '', 'age': 31, 'country': 'RU', 'playcount': 12400, 'playlists': 2, 'subscribertype': 'base'}",JustERR,,31,RU,12400,2,base
user,30668,1194115654,"{'lastfm_username': 'rss_ems', 'gender': 'm', 'age': 23, 'country': 'TR', 'playcount': 60653, 'playlists': 3, 'subscribertype': 'base'}",rss_ems,m,23,TR,60653,3,base
user,20887,1328985267,"{'lastfm_username': 'LottevdBrink', 'gender': 'f', 'age': 20, 'country': 'NL', 'playcount': 21783, 'playlists': 2, 'subscribertype': 'base'}",LottevdBrink,f,20,NL,21783,2,base
user,18311,1205638285,"{'lastfm_username': 'kekonarmero', 'gender': 'm', 'age': 24, 'country': 'CL', 'playcount': 17460, 'playlists': 2, 'subscribertype': 'base'}",kekonarmero,m,24,CL,17460,2,base
user,26118,1257093717,"{'lastfm_username': 'Nokhroth', 'gender': 'n', 'age': 27, 'country': 'BG', 'playcount': 95069, 'playlists': 2, 'subscribertype': 'base'}",Nokhroth,n,27,BG,95069,2,base
user,34336,1157218692,"{'lastfm_username': 'susonagger', 'gender': 'm', 'age': 44, 'country': 'ES', 'playcount': 33004, 'playlists': 2, 'subscribertype': 'base'}",susonagger,m,44,ES,33004,2,base
user,2017,1308598068,"{'lastfm_username': 'anthuanrussia', 'gender': 'm', 'age': 26, 'country': 'FI', 'playcount': 243, 'playlists': 2, 'subscribertype': 'base'}",anthuanrussia,m,26,FI,243,2,base
user,31337,1171135293,"{'lastfm_username': 'saturar', 'gender': 'f', 'age': 36, 'country': 'UK', 'playcount': 42537, 'playlists': 2, 'subscribertype': 'base'}",saturar,f,36,UK,42537,2,base
user,42097,1193604884,"{'lastfm_username': 'mikos_pl', 'gender': 'm', 'age': 24, 'country': 'PL', 'playcount': 59548, 'playlists': 2, 'subscribertype': 'base'}",mikos_pl,m,24,PL,59548,2,base
user,9814,1221072704,"{'lastfm_username': 'Edigu', 'gender': 'm', 'age': 33, 'country': 'TR', 'playcount': 46372, 'playlists': 17, 'subscribertype': 'base'}",Edigu,m,33,TR,46372,17,base
user,43376,1217795211,"{'lastfm_username': 'johnnycat242', 'gender': 'm', 'age': 40, 'country': 'US', 'playcount': 76640, 'playlists': 14, 'subscribertype': 'base'}",johnnycat242,m,40,US,76640,14,base
